,index,text,label
318,245it,"The fishermen @tied@ their flies.
youdao: I pescatori legarono le loro mosche.
google: I pescatori hanno legato le loro mosche.
opus: I pescatori hanno legato le loro mosche.
group_1:
ref:i pescatori hanno legato le loro mosche.
group_2:
ref:i pescatori hanno legato le loro mosche.
group_3:
ref: i pescatori hanno legato le loro mosche.",
319,218it,"@sow@ the ground with sunflower seeds.
youdao: Seminare il terreno con semi di girasole.
google: seminare il terreno con semi di girasole.
opus: seminare il terreno con semi di girasole.
group_1:
ref:seminare il terreno con semi di girasole.
group_2:
ref:seminare il terreno con semi di girasole.
group_3:
ref: seminare il terreno con semi di girasole.",
320,152it,"the surgeon @scanned@ the X- ray.
youdao: Il chirurgo scannerizzò i raggi X.
google: il chirurgo scansionò la radiografia.
opus: Il chirurgo ha analizzato il raggio X.
group_1:
ref:il chirurgo ha analizzato il raggio x.
group_2:
ref:il chirurgo scansionò la radiografia.
group_3:
ref: il chirurgo ha scansionato la radiografia.",
321,240it,"The coals were @glowing@ in the dark.
youdao: I carboni brillavano al buio.
google: I carboni ardevano nell'oscurità.
opus: I carboni brillavano al buio.
group_1:
ref:i carboni ardevano nell'oscurità.
group_2:
ref:i carboni ardevano nell'oscurità.
group_3:
ref: i carboni brillavano al buio.",
322,122it,"When the officers show up, the soldiers have to @salute.@
youdao: Quando gli ufficiali si presentano, i soldati devono salutare.
google: Quando arrivano gli ufficiali, i soldati devono salutare.
opus: Quando arrivano gli ufficiali, i soldati devono salutare.
group_1:
ref:quando gli ufficiali si presentano, i soldati devono salutare.
group_2:
ref:quando arrivano gli ufficiali, i soldati devono salutare.
group_3:
ref: quando arrivano gli ufficiali, i soldati devono salutare.",
323,259it,"The tanker @fueled@ in Bahrain.
youdao: La petroliera ha alimentato in bahrein.
google: L'autocisterna ha fatto rifornimento in Bahrain.
opus: La petroliera ha alimentato in Bahrain.
group_1:
ref:la petroliera ha fatto rifornimento in bahrain.
group_2:
ref:l'autocisterna ha fatto rifornimento in bahrain.
group_3:
ref: l'autocisterna ha fatto rifornimento in bahrain.",
324,101it,"Did you ever @climb@ up the hill behind your house?
youdao: Sei mai salito sulla collina dietro casa tua?
google: Sei mai salito sulla collina dietro casa tua?
opus: Ti sei mai arrampicato sulla collina dietro casa tua?
group_1:
ref:sei mai salito sulla collina dietro casa tua?
group_2:
ref:sei mai salito sulla collina dietro casa tua?
group_3:
ref: ti sei mai arrampicato sulla collina dietro casa tua?",
325,84it,"Many people @immigrated@ at the beginning of the 20th century.
youdao: Molte persone emigrarono all’inizio del xx secolo.
google: Molte persone sono immigrate all'inizio del XX secolo.
opus: Molte persone emigrarono all'inizio del XX secolo.
group_1:
ref:molte persone sono immigrate all'inizio del xx secolo.
group_2:
ref:molte persone sono immigrate all'inizio del xx secolo.
group_3:
ref: molte persone sono immigrate all'inizio del xx secolo.",
326,20it,"The muscles in her face @convulsed.@
youdao: I muscoli del viso si sono convulsi.
google: I muscoli del suo viso si contrassero.
opus: I muscoli del viso le si sono convulsi.
group_1:
ref:i muscoli del viso si sono convulsi
group_2:
ref:i muscoli del viso si sono convulsi.
group_3:
ref: i muscoli del viso le si sono convulsi.",
327,65it,"The old man was @nodding@ in his chair.
youdao: Il vecchio annuiva sulla sua sedia.
google: Il vecchio stava annuendo sulla sedia.
opus: Il vecchio annuiva sulla sua sedia.
group_1:
ref:il vecchio stava annuendo sulla sedia.
group_2:
ref:il vecchio stava annuendo sulla sedia.
group_3:
ref: il vecchio stava annuendo sulla sedia.",
328,181it,"She @splashed@ the water around her.
youdao: Lei spruzzò l’acqua intorno a lei.
google: Ha spruzzato l'acqua intorno a lei.
opus: Ha spruzzato l'acqua intorno a lei.
group_1:
ref:ha spruzzato l'acqua intorno a lei.
group_2:
ref:ha spruzzato l'acqua intorno a lei.
group_3:
ref: ha spruzzato l'acqua intorno a lei.",
329,200it,"The horse was @galloping@ along.
youdao: Il cavallo stava galoppando.
google: Il cavallo galoppava.
opus: Il cavallo stava galoppando.
group_1:
ref:il cavallo stava galoppando
group_2:
ref:il cavallo stava galoppando.
group_3:
ref: il cavallo stava galoppando.",
330,267it,"She @smashed@ her car against the guard rail.
youdao: Ha schiantato la sua macchina contro il parapetto.
google: Ha schiantato la macchina contro il guard rail.
opus: Ha rotto la sua auto contro il parapetto.
group_1:
ref: ha schiantato la sua macchina contro il parapetto.
group_2:
ref:ha schiantato la sua macchina contro il parapetto.
group_3:
ref: ha rotto la sua auto contro il parapetto.",
331,25it,"Her husband @poisoned@ her drink in order to kill her.
youdao: Suo marito ha avvelenato il suo drink per ucciderla.
google: Suo marito ha avvelenato il suo drink per ucciderla.
opus: Suo marito ha avvelenato il suo drink per ucciderla.
group_1:
ref:suo marito ha avvelenato il suo drink per ucciderla.
group_2:
ref:suo marito ha avvelenato il suo drink per ucciderla.
group_3:
ref: suo marito ha avvelenato il suo drink per ucciderla.",
